,unique_id,material,label,minor_axis_length,area,eccentricity,major_axis_length,bbox,red_intensity_mean,green_intensity_mean,blue_intensity_mean,red_intensity_sd,green_intensity_sd,blue_intensity_sd,hue_intensity_mean,sat_intensity_mean,val_intensity_mean,hue_intensity_sd,sat_intensity_sd,val_intensity_sd
26,pyt_2018_lwr5_2160_2021_0915,berry,27,1.4714582318680922,1.79371043689035,0.32250920984716736,1.5545220566295663,"(585, 550, 664, 627)",73.21283713150743,14.877691825214301,16.087392849675936,16.74568624759869,5.64615269827455,5.719440053006251,109.48149696842985,204.57746184403095,73.21283713150743,86.62961368416144,16.028480886761383,16.74568624759869
27,pyt_2018_lwr5_2160_2021_0915,berry,28,1.7814085080228907,3.200027421698799,0.6280036844718658,2.2891092023442994,"(651, 810, 764, 909)",100.4825969764444,19.271885620532053,18.489276924879878,31.12873408514553,8.071368240641123,7.0525165735191075,59.52244228290168,209.66143208719092,100.4825969764444,83.62212848145376,14.981964536517859,31.12873408514553
28,pyt_2018_lwr5_2160_2021_0915,berry,29,1.9014073064880197,3.391286531632748,0.5483993945293462,2.273821686601649,"(659, 446, 760, 560)",128.92557779497955,33.25920601570275,26.208116775406392,38.11441320929742,20.906008677860815,16.179288000198728,10.046223598363374,206.64259648346788,128.92557779497955,36.83537302975004,19.480874324047807,38.11441320929742
29,pyt_2018_lwr5_2160_2021_0915,berry,30,1.593910502774492,2.204354996454417,0.42886398338727144,1.7644067621451627,"(660, 638, 750, 724)",129.38159237835998,23.971759101735284,20.366961551548144,26.15657141176843,11.14963118698548,11.04583435538265,3.018713848247703,215.88125212657366,129.38159237835998,18.50835930006718,18.190960490022675,26.15657141176843
30,pyt_2018_lwr5_2160_2021_0915,berry,31,1.2497339370626193,1.363939966332888,0.4392274791365119,1.3911036182462087,"(679, 287, 748, 357)",66.1091558977179,15.99945009623316,17.45889469342865,23.959764097401628,7.025817484682513,7.690985134488577,108.0956832554303,193.38218311795436,66.1091558977179,86.3742244795745,21.957007792950716,23.959764097401628
31,pyt_2018_lwr5_2160_2021_0915,berry,32,1.825059278046762,3.0500202766525644,0.516102657999099,2.130767441535534,"(752, 899, 858, 1002)",69.3382515676872,15.528464281323005,17.659781138571255,16.488733471109455,6.1914083619042275,6.627089096973773,121.80548383130456,198.40341817287594,69.3382515676872,82.39407745961263,21.232088841626677,16.488733471109455
32,pyt_2018_lwr5_2160_2021_0915,berry,33,1.8028407755586642,2.991892507947149,0.524775168346018,2.1178973357692525,"(754, 540, 861, 635)",140.56868889445977,31.874655302080722,21.808347956881423,20.51353385588854,11.092698671344431,8.52421942905415,2.5818500877412887,215.87728754073703,140.56868889445977,1.3612410417762577,14.111190727507902,20.51353385588854
33,pyt_2018_lwr5_2160_2021_0915,berry,34,1.7935360578825983,2.9285144891651145,0.5093678621595767,2.084176845898348,"(754, 718, 856, 821)",60.04891791522602,15.622358816749903,17.56550134460238,13.502755624132746,5.860976735742366,6.328772977802524,139.4009476245358,189.5836854911,60.04891791522602,73.17598659279288,20.517943015750586,13.502755624132746
34,pyt_2018_lwr5_2160_2021_0915,berry,35,1.6215929189513658,2.1694783352311675,0.3172595786335244,1.7099300661050632,"(760, 373, 846, 455)",133.58357821953328,47.240622299049264,27.821261884183233,37.88478151828428,29.431146824676784,15.069090005773962,7.211927398444252,204.66343993085567,133.58357821953328,19.499308220823288,19.1633099701981,37.88478151828428
0,,berry,1,1.7574966939759198,3.187966430853449,0.6527949306564411,2.320021459241475,"(106, 259, 229, 356)",165.35563063063063,76.9927927927928,46.081756756756754,27.407388936124484,37.29853923597069,20.629165275814454,12.34222972972973,186.39538288288287,165.35563063063063,27.80127144803641,22.197411815228417,27.407388936124484
1,,berry,2,1.792901074757333,3.677649562799857,0.7319238569399016,2.6312544461656535,"(127, 410, 230, 544)",159.62329168293635,78.4320577899258,42.99511909410386,36.55750430363423,45.32203495025995,26.391855610340812,9.865482233502538,191.75624755954706,159.62329168293635,14.170293274713364,29.304915126671702,36.55750430363423
2,,berry,3,1.4510320779712762,2.639406441400288,0.7810948845498407,2.3238362930634953,"(134, 611, 222, 724)",192.9689880304679,164.43539173014145,70.29883025027203,18.671334541985658,24.38905090422094,20.179399658009952,23.015914036996737,163.4933351468988,192.9689880304679,1.9476674079805871,20.235399475265744,18.671334541985658
3,,berry,4,1.7175600102054236,3.583949198109232,0.7670093239283786,2.6768450247442885,"(137, 784, 236, 920)",180.16478012621457,114.12931984373435,42.96233597115096,22.154172658706166,41.77929116677125,14.39502178328172,15.54993488931183,195.42752679555244,180.16478012621457,8.632576213292351,15.629921052207052,22.154172658706166
4,,berry,5,1.6680412782503806,2.600274871472019,0.5572881294826371,2.0089157499355053,"(206, 175, 312, 265)",113.94132265635787,21.35979566477979,21.065856689217174,23.61836471957023,10.912517037593076,9.633126511079773,67.9015601270192,210.84453955543285,113.94132265635787,86.32094079742951,16.798293140330397,23.61836471957023
5,,berry,6,1.6542021779486706,2.7625452348442896,0.6396327973784942,2.1520019503166856,"(211, 717, 317, 817)",131.62365172189735,40.28213125406108,20.967121507472385,23.412147858893288,25.12889318395736,9.242770609692235,33.98843404808317,216.0667966211826,131.62365172189735,64.06780234273668,15.345683925601753,23.412147858893288
6,,berry,7,1.5230840459349675,2.8598356518219115,0.7742917224614512,2.406786753192133,"(217, 901, 320, 1011)",145.28922922420287,59.49548079337183,32.343083103188555,37.84363287685302,35.791732588416465,17.029818902302377,17.164574441375848,201.05121767511926,145.28922922420287,40.94310186248027,18.83045748107549,37.84363287685302
7,,berry,8,1.5770553465479775,2.9589210949430322,0.7584265816512938,2.4196928579067807,"(224, 522, 317, 648)",152.0013346275176,57.13601067702014,33.96699830138316,34.78574659453462,32.70359953390518,16.792685918472483,8.337782091725309,200.91264256248485,152.0013346275176,22.16349545482622,18.606707096478825,34.78574659453462
8,,berry,9,1.6275861358054946,3.1836583681090525,0.7635666102364752,2.5205402879295824,"(225, 350, 313, 479)",144.8105548037889,48.067771763644565,25.96211096075778,25.749749248991204,21.878514652040998,8.660574799086113,25.38700947225981,210.69497068110059,144.8105548037889,54.66034023595471,12.038690707014174,25.749749248991204
9,,berry,10,1.7782422058660408,3.716781132728126,0.7510844210318378,2.6934649739630525,"(270, 802, 411, 896)",181.17511832319136,97.0144885540423,47.9053414469236,19.655542148379574,22.613474925581,17.67307573601781,10.992659132618565,189.31304935767412,181.17511832319136,1.7991337541822572,19.092651845400933,19.655542148379574
10,,berry,11,1.3350121784428965,1.955860485956035,0.7025371336491387,1.8759469456277789,"(315, 632, 387, 729)",183.74137298091043,151.59214390602057,58.258994126284875,17.980576660059768,29.362211321702077,21.48870020001929,22.402533039647576,176.19162995594715,183.74137298091043,2.909244122857806,23.622870345574047,17.980576660059768
11,,berry,12,1.3392883329709224,1.8488769278035206,0.6512298637356436,1.7648210401004751,"(316, 448, 389, 539)",176.91320388349516,122.44097087378641,40.690873786407764,22.48764149109946,37.085724768186424,15.10956664139863,17.800582524271846,198.1757281553398,176.91320388349516,5.570069080682761,16.074764435420377,22.48764149109946
12,,berry,13,1.515213578255679,2.809215914575252,0.7767368029809161,2.4057679490544457,"(324, 232, 406, 359)",141.57980830670925,47.29776357827476,25.617635782747605,24.12208143471053,25.459654761161303,10.052678922352394,26.452523961661342,210.81955271565496,141.57980830670925,56.03904459560962,13.592852888197985,24.12208143471053
13,,berry,14,1.6280202634882885,3.018156957678485,0.728464880629422,2.376383467732502,"(386, 164, 502, 265)",131.3322231473772,29.829189960746998,24.277149994052575,25.759543359211577,17.146146257504043,10.638631184326952,20.056857380754135,210.09515879624124,131.3322231473772,54.02566125028577,14.108198326399103,25.759543359211577
14,,berry,15,1.6819590221117642,2.9757943406919187,0.6707162861556719,2.267665182825666,"(399, 895, 492, 1013)",186.2356134636265,130.4504765351671,64.13825551936301,24.510463066274205,45.72550494486887,27.34638063107867,16.346724574737603,170.39087947882737,186.2356134636265,5.799766548941665,28.335744400380275,24.510463066274205
15,,berry,16,1.6640240310095273,2.7934196845124646,0.6334132168707315,2.1504193521525905,"(401, 702, 490, 816)",168.2395578974425,84.66803752731012,45.4178126204858,31.081072838887664,39.424271339665175,24.021155187975697,9.40470376558283,190.45482585785888,168.2395578974425,4.501075680630475,25.63846934906189,31.081072838887664
16,,berry,17,1.422036288688317,2.0237124741802806,0.6233140563764215,1.8185267650815995,"(402, 352, 479, 448)",157.14670924250487,78.38619833244634,33.63225119744545,27.221962533631665,34.87920371163328,14.28987675741521,11.601915912719532,202.2694695760156,157.14670924250487,14.805298372852768,15.991647166164865,27.221962533631665
17,,berry,18,1.2276046301136123,1.6873245748886498,0.71780682576785,1.7631858967277403,"(414, 530, 480, 622)",172.5468085106383,99.2704255319149,51.69787234042553,23.16270251258985,30.39021150202926,20.597763660492134,11.807234042553192,181.18829787234043,172.5468085106383,3.1675668238447563,22.29018654591517,23.16270251258985
18,,berry,19,1.654479974969147,3.262639518422989,0.7607056499588891,2.548894814640593,"(485, 591, 574, 728)",169.2615536971831,91.86663732394366,42.84198943661972,27.850541294612686,41.0471918541932,21.25330105064115,11.702354753521126,193.75924295774647,169.2615536971831,8.744904638198875,23.18201295027865,27.850541294612686
19,,berry,20,1.3450137352796536,1.743329390565805,0.5833079994529232,1.6559088788459333,"(493, 818, 576, 894)",121.62191103789127,33.41000823723229,26.22178747940692,31.234807933793174,21.164622427627922,9.222069623427759,81.21355024711697,204.42009884678748,121.62191103789127,86.62887565993309,11.890502958927303,31.234807933793174
20,,berry,21,1.4664976757291377,2.327430897660238,0.6911951374090879,2.029282233932591,"(500, 442, 578, 548)",124.28459046737622,33.88076507789604,26.23893259293537,37.47972238139951,24.006673038205246,12.840139404180714,74.9176307265155,206.79145457349992,124.28459046737622,86.06271188563947,14.502581038978164,37.47972238139951
21,,berry,22,1.3305745155138966,1.955860485956035,0.7055864628357794,1.8776880547680326,"(510, 264, 581, 364)",126.25146842878121,43.67400881057269,31.569199706314244,37.13240657774388,28.333759950729988,12.343364513940033,73.53909691629956,195.01339941262847,126.25146842878121,84.60134951212389,14.46651674728072,37.13240657774388
22,,berry,23,1.7890881275597332,3.4547073157773354,0.6977061772507256,2.497386921110117,"(575, 347, 687, 465)",152.65582458692717,62.559388963940556,33.47563130001039,29.651398866616024,36.11378010825623,13.767173853628025,29.025044165021303,201.70913436558246,152.65582458692717,56.64978615372001,15.04397539848486,29.651398866616024
23,,berry,24,1.4432104720817074,2.7664942923599862,0.8120279785487952,2.4728661857859393,"(582, 163, 691, 272)",178.75486633791851,118.04399169478329,49.0423046976382,25.325757071759252,38.32406196184137,15.833402260115216,15.633402543472618,186.40552815987542,178.75486633791851,5.348185074891361,16.582457704357058,25.325757071759252
24,,berry,25,1.6640944848781645,2.769007328960884,0.6271590885862939,2.1364916147032567,"(590, 527, 680, 642)",169.30493971217425,59.077401789187086,43.33099961104629,26.69082137701009,23.006030221871587,19.214491288661357,3.7941138337871125,192.4087903539479,169.30493971217425,3.985697442182027,21.729869472236505,26.69082137701009
25,,berry,26,1.3092232170858695,1.9350381826914516,0.7208806621165501,1.8890495860909489,"(591, 730, 685, 808)",165.10797773654917,85.63951762523192,38.015584415584414,24.654387127452633,36.005113486419006,18.32832237033105,11.148051948051949,199.09202226345084,165.10797773654917,4.4763210142821945,21.111148374884035,24.654387127452633
26,,berry,27,1.6131744836713124,3.2048396766023357,0.7763040916718369,2.5591377647130185,"(598, 890, 684, 1023)",194.77976923938613,122.67200627310406,78.02688473171278,19.987363058002252,28.130749060782144,22.36919346695565,12.259437661028342,154.71490982412905,194.77976923938613,11.299377987844425,21.15937656166575,19.987363058002252
27,,berry,28,1.566877738751528,2.9100963838398712,0.7584264784076549,2.40407680243783,"(656, 817, 778, 904)",172.73476437207006,92.45028374043918,47.5487293362941,29.387483684565915,34.09379969929687,23.15039291925378,10.716999753269183,188.23402417962004,172.73476437207006,7.3491474069063365,25.585589409074174,29.387483684565915
28,,berry,29,1.6988246247837473,2.7000783250505394,0.5578978253362038,2.0469994992256706,"(664, 627, 755, 737)",184.9022736338253,115.33625847626645,60.88645126977796,26.926604658623617,34.29825035922723,26.024001249928777,13.109692859992021,174.5164206887382,184.9022736338253,2.6592730083968346,26.39218250114805,26.926604658623617
29,,berry,30,1.3828186779872913,2.354715295041416,0.7749386061145944,2.1878778272667048,"(680, 432, 772, 534)",144.79463332825125,49.92575087665803,28.834121055038878,17.91673398741813,18.82381882097436,10.374505234064719,24.553590486354626,205.3752096356152,144.79463332825125,53.59395275644801,16.031051251280584,17.91673398741813
30,,berry,31,1.4998561603247749,2.7420819368084057,0.7722051038700827,2.3605903374229307,"(764, 530, 845, 654)",147.51440167583138,53.501832940560355,38.889238020424195,31.758317328472547,30.657449648492193,17.489114166954263,40.134197433883216,191.9383346425766,147.51440167583138,69.96517991529808,19.78131276210927,31.758317328472547
31,,berry,32,1.701145480832765,3.134115646548492,0.6939990999041551,2.362781251930522,"(771, 347, 871, 464)",116.4659793814433,26.347880870561283,22.46529209621993,37.65677940341388,15.949435011362768,9.177715824509862,56.71718213058419,207.97273768613974,116.4659793814433,81.95239637609568,13.077745809595822,37.65677940341388
32,,berry,33,1.713459554304639,3.0357482138847707,0.6613958672847363,2.284500026168086,"(773, 163, 867, 283)",159.03595080416272,91.20719016083254,39.11518448438978,34.20762242881265,54.87823560395846,15.389187196920425,38.90326395458846,195.0406811731315,159.03595080416272,59.55780055654161,17.37895699881486,34.20762242881265
33,,berry,34,1.4469776034571562,2.440517544700647,0.743542161065492,2.163902023949151,"(778, 704, 857, 819)",134.76904972050602,29.09605766401883,29.407472786113562,34.82339634821184,13.457178631293152,12.890167326584063,56.35436893203884,203.1601941747573,134.76904972050602,82.85578495853406,14.80085788119634,34.82339634821184
34,,berry,35,1.654088997833892,3.4985059536787007,0.7937876448501086,2.7196687906694033,"(844, 799, 938, 940)",183.0302719343253,108.1429451000513,59.71010774756285,25.660510174778285,34.67425468803794,21.31673730466862,12.350128270908158,173.7281682914315,183.0302719343253,10.93157674690104,22.169339686718235,25.660510174778285
35,,berry,36,1.3613046875656198,2.2010610571579385,0.7557877616769096,2.0789096689170083,"(860, 432, 947, 534)",168.96852063284945,64.32686348067199,43.98320013048443,19.000480401871386,11.082164964227973,12.69889725352018,5.0088076985809815,189.2950579024629,168.96852063284945,2.4253837723885985,15.782825358386765,19.000480401871386
0,div_2019_bog01_1140_2021_0908,berry,1,1.627418390838258,2.363473087418172,0.47601314362143743,1.8505205419905157,"(120, 634, 215, 725)",127.42367371065465,35.94088961134919,22.28845869661593,21.981608738300768,16.43295533253878,5.7645150110205305,41.24900251219152,211.4688931579725,127.42367371065465,71.00848144993503,10.597316564583439,21.981608738300768
1,div_2019_bog01_1140_2021_0908,berry,2,1.2095916279714807,1.3383816862696079,0.5139804800683558,1.4101060577445959,"(129, 828, 204, 893)",172.70302713987473,150.64979123173276,38.47781837160752,18.623943307550476,25.825282254129892,18.81244725862246,24.953549060542798,199.74060542797494,172.70302713987473,2.574958283139824,24.663656891081107,18.623943307550476
2,div_2019_bog01_1140_2021_0908,berry,3,1.5233026438199115,2.1113040953809445,0.5057274715888075,1.7657522659911475,"(130, 454, 223, 536)",168.60562448304384,158.01058726220018,43.74739454094293,20.092308931728972,21.769881997524482,15.711560923223765,27.4368899917287,190.47212572373863,168.60562448304384,1.2990531343241007,18.400842184058373,20.092308931728972
3,div_2019_bog01_1140_2021_0908,berry,4,1.5696971373485715,2.089998958934586,0.379632107480613,1.6967175949701487,"(132, 265, 221, 353)",163.40274064171123,96.71941844919786,34.430314171122994,20.97681188536308,39.33484371915645,14.339764074936028,14.122159090909092,202.9408422459893,163.40274064171123,6.9834087865098455,17.690280733942632,20.97681188536308
4,div_2019_bog01_1140_2021_0908,berry,5,1.357157016565756,1.9268924225337751,0.6612763596760305,1.8091992531009444,"(216, 918, 309, 996)",143.18017038245424,62.882726119267716,30.285299981874207,31.415661601253152,33.82272908389366,13.741660432251132,8.283487402573863,203.38752945441362,143.18017038245424,7.7661655349739185,15.209571352480756,31.415661601253152
5,div_2019_bog01_1140_2021_0908,berry,6,1.2900988058498302,1.6094109630298417,0.5855549085399773,1.5914713685353845,"(222, 547, 298, 629)",167.02213541666666,133.203125,32.905598958333336,18.70616253986299,29.988350874148477,13.048669708122189,22.41796875,206.24522569444446,167.02213541666666,4.6648292557321485,15.73822100714993,18.70616253986299
6,div_2019_bog01_1140_2021_0908,berry,7,1.4192942390447338,1.7781057319411726,0.45720116929245214,1.5958542800306188,"(223, 737, 309, 814)",167.00491062659594,143.7151836574347,39.52916912197996,19.307907731528733,27.23906045583174,19.641535259828068,24.438224317422904,196.69534472598704,167.00491062659594,2.8118265246281005,24.699404712236966,19.307907731528733
7,div_2019_bog01_1140_2021_0908,berry,8,1.477445354744943,1.9279402161294978,0.4585498602428076,1.6625378899042635,"(227, 176, 314, 257)",162.5356884057971,131.94384057971016,28.156340579710147,15.52787914319009,20.209019145301557,9.80852998780585,23.183876811594203,211.7663043478261,162.5356884057971,2.790913213364895,11.983673469367224,15.52787914319009
8,div_2019_bog01_1140_2021_0908,berry,9,1.3813026114825115,1.7669292669201322,0.5323822107857377,1.631773101642847,"(227, 375, 313, 448)",160.7600316268037,137.55920142320616,29.019173749752916,20.198758758533646,29.536710716184324,13.230879233027675,24.63055939909073,210.53607432298872,160.7600316268037,3.6614086532551595,16.916549046242576,20.198758758533646
9,div_2019_bog01_1140_2021_0908,berry,10,1.4362419807042393,1.7819476417921554,0.426048553149059,1.5875334437968371,"(313, 823, 396, 904)",154.7826342610741,119.47471579772638,25.418071344570755,27.3926611955944,47.3449484852123,11.902610601302177,21.014700117600942,214.97589180713445,154.7826342610741,7.384520577358053,14.713106626533339,27.3926611955944
10,div_2019_bog01_1140_2021_0908,berry,11,1.4667763172401223,1.978583573256088,0.5212556421040758,1.7187430451129968,"(316, 267, 403, 350)",142.99258605472198,90.7495145631068,18.902912621359224,25.707382109056212,42.09480654510405,8.621926541610222,16.44748455428067,222.31050308914388,142.99258605472198,8.022305913644251,11.168190431088892,25.707382109056212
11,div_2019_bog01_1140_2021_0908,berry,12,1.3346820861908166,1.6666903462626745,0.5486257142991576,1.5963796806809691,"(320, 84, 404, 156)",161.5576278290025,121.81915339480302,32.05930427493713,23.607235811032243,38.57257376766513,15.033534858635456,20.339689857502094,206.2416177703269,161.5576278290025,6.0928888706960285,19.353726401676067,23.607235811032243
12,div_2019_bog01_1140_2021_0908,berry,13,1.2060273232394043,1.2081060158681038,0.32929905162308065,1.2772659639539559,"(320, 466, 386, 534)",169.09482509395778,153.516334200636,36.95634576467187,18.6643245239725,22.38964667961913,16.17748488232329,26.40705406186759,200.89447817288234,169.09482509395778,1.6059361442352593,20.304294577701846,18.6643245239725
13,div_2019_bog01_1140_2021_0908,berry,14,1.2841167949579158,1.389025043396198,0.3641401106161844,1.3787779253369814,"(320, 647, 389, 721)",170.5841086245914,151.30475232587378,38.837566004526025,16.45641843584895,25.407528994186055,15.19976002979224,25.55896404324868,198.5064118682424,170.5841086245914,2.7988657016649254,18.217030984140457,16.45641843584895
14,div_2019_bog01_1140_2021_0908,berry,15,1.5593892878397158,2.1099070372533144,0.42919657712653886,1.726494815144163,"(398, 923, 488, 1008)",129.2305909617613,41.23125310379076,23.496937593113724,28.580208263500804,32.97745674604365,8.658162607010086,47.352425095182916,211.18821387187552,129.2305909617613,74.10217078093376,10.11286252994297,28.580208263500804
15,div_2019_bog01_1140_2021_0908,berry,16,1.547746877487943,2.1273702638486904,0.4692771337836922,1.75272659636575,"(402, 734, 493, 816)",141.42357576752585,51.04662616975866,26.132162206534232,31.854488709041124,38.65130385639456,12.240936252811098,19.572648169430305,210.70316860942373,141.42357576752585,46.46181033847678,13.108912755734984,31.854488709041124
16,div_2019_bog01_1140_2021_0908,berry,17,1.6722161519186798,2.294318710100484,0.2950384371900991,1.7501221667099223,"(406, 363, 494, 455)",154.4349216014614,109.26457603897093,25.567666311462933,29.33570718056628,47.31890777329936,11.578730824606186,18.55031207185264,214.57832242350435,154.4349216014614,8.139535343039336,12.817025333299638,29.33570718056628
17,div_2019_bog01_1140_2021_0908,berry,18,1.3496293441596239,1.6282712477528476,0.4786329606147527,1.5371368529219398,"(407, 555, 488, 628)",159.5083655083655,135.4047619047619,24.603174603174605,18.261713234483505,29.317589719916484,12.639983011502638,24.544401544401545,217.24217074217074,159.5083655083655,3.661875566449373,17.004286872317085,18.261713234483505
18,div_2019_bog01_1140_2021_0908,berry,19,1.5975635886430881,2.0564695638714645,0.23226220720378896,1.6424801481813083,"(416, 179, 503, 264)",168.89639945652175,145.91525135869566,32.86684782608695,17.625784381966238,25.4653587380372,12.928981447099837,24.894361413043477,206.84188179347825,168.89639945652175,3.1113913687955415,15.648025382169699,17.625784381966238
19,div_2019_bog01_1140_2021_0908,berry,20,1.6849895183344055,2.425991438629618,0.39694485592938294,1.8358156130214958,"(492, 636, 587, 732)",172.83414915059026,151.2572703714368,39.14411171897495,17.731249204775732,25.061706908340284,16.000543217857587,25.139216815433343,198.9344946731932,172.83414915059026,2.329111244836921,19.694174857905598,17.731249204775732
20,div_2019_bog01_1140_2021_0908,berry,21,1.4079299680634059,1.7009182703896113,0.4061309919630083,1.5407168494036565,"(501, 461, 584, 538)",117.74004106776181,47.960369609856265,17.620739219712526,31.739665141976563,36.19782331860677,9.352469563055891,8.035728952772073,218.09445585215605,117.74004106776181,9.969520111058936,13.314861394102063,31.739665141976563
21,div_2019_bog01_1140_2021_0908,berry,22,1.4156591169273502,1.5856609748601305,0.1426681626057957,1.430290159779435,"(501, 831, 578, 909)",169.04052863436124,151.3273127753304,36.26013215859031,17.59826121974643,22.232321656970505,14.857589643902102,25.995154185022027,201.9044052863436,169.04052863436124,1.7324254973822923,18.315832393759003,17.59826121974643
22,div_2019_bog01_1140_2021_0908,berry,23,1.6040063103539073,2.225513597314703,0.4227466153804151,1.769942052756011,"(505, 81, 599, 166)",159.9158819836786,117.96704331450094,26.75690521029504,24.843164400745003,44.58099036224522,11.496242775586872,19.898462021343377,213.57407407407408,159.9158819836786,7.14493601293755,15.420329829147974,24.843164400745003
23,div_2019_bog01_1140_2021_0908,berry,24,1.364559963183609,1.5891536201792056,0.39403926309655846,1.4846800719941362,"(511, 279, 589, 353)",123.14549450549451,51.26681318681319,18.294285714285714,25.26586405199565,32.02746791167283,7.402330364112793,8.687032967032968,216.5501098901099,123.14549450549451,10.712551280296356,14.779716386705147,25.26586405199565
24,div_2019_bog01_1140_2021_0908,berry,25,1.6626031183907302,2.322259872653085,0.357677363183908,1.780384023232562,"(584, 915, 677, 1005)",169.6725823432095,143.8826891261844,36.25387276282148,21.44729577309266,38.22524392599409,13.565776782428896,23.945555722665063,202.03654684915026,169.6725823432095,5.687086468470947,16.069343825010698,21.44729577309266
25,div_2019_bog01_1140_2021_0908,berry,26,1.5067035637256516,1.909778460470307,0.3631318407320661,1.6170897190923972,"(595, 370, 678, 456)",153.85716898317483,109.941111923921,20.698427212874908,20.707614844334575,37.991974083222054,10.966545743482646,19.910570592538406,221.974762253109,153.85716898317483,6.5174526404838105,15.754961812862298,20.707614844334575
26,div_2019_bog01_1140_2021_0908,berry,27,1.283778349541745,1.4986941064151584,0.5071036969350151,1.4895006573736496,"(597, 744, 674, 817)",143.79678396644138,85.07387555348403,23.72500582614775,27.470934601356333,42.57186223408834,12.474644588247347,14.469121416919133,215.05243532975996,143.79678396644138,7.574698445092125,15.324526412795382,27.470934601356333
27,div_2019_bog01_1140_2021_0908,berry,28,1.4878287665525358,1.9939512126600187,0.494234153708899,1.711468351630657,"(598, 183, 683, 270)",141.15326677176387,64.46085128744089,25.943772990015766,24.862561049635946,34.86596837340531,11.897684847674931,9.552461026449466,210.33350849535822,141.15326677176387,6.330362320754622,14.284825059457413,24.862561049635946
28,div_2019_bog01_1140_2021_0908,berry,29,1.2757976404326963,1.3561941773968913,0.33963283964688284,1.3564261944187475,"(601, 557, 671, 630)",162.26551635333504,120.7700231779552,24.53412310069534,24.481316503592872,32.16597453473513,13.27135355993071,20.855524079320112,218.6973989183621,162.26551635333504,4.205142266371869,16.99726117315313,24.481316503592872
29,div_2019_bog01_1140_2021_0908,berry,30,1.7362620833173148,2.7441714271973665,0.5072440603036503,2.014686872587626,"(668, 821, 774, 916)",100.04314623902253,23.643629884179713,16.22311314751177,26.464945256045677,16.922331405587933,5.367325365323471,44.22094947180858,214.7215222094947,100.04314623902253,74.7295837163084,11.201639742704511,26.464945256045677
30,div_2019_bog01_1140_2021_0908,berry,31,1.4105572095367558,1.6740249014327324,0.3652985332132057,1.5152773871749954,"(679, 654, 759, 734)",170.86814103901523,134.91258084706865,39.098685583142085,21.588051154927754,39.15275357004424,17.039578635731655,21.73356978927603,198.62612142708116,170.86814103901523,6.219451000962275,20.0136194478762,21.588051154927754
31,div_2019_bog01_1140_2021_0908,berry,32,1.5357737268389307,2.194429053974934,0.5372082106218692,1.8208243946644838,"(685, 85, 780, 171)",155.10409040267388,102.43036765876174,27.799777176508037,19.58569739366998,35.895599688673585,10.092679862343978,17.22027693776858,210.366226325004,155.10409040267388,7.048332907286989,13.416041963092606,19.58569739366998
32,div_2019_bog01_1140_2021_0908,berry,33,1.4915707595138752,1.8479586383226763,0.32645749634616866,1.5780279394622145,"(685, 464, 768, 544)",151.93271593271592,103.82422982422982,22.092799092799094,24.207007639070873,40.54249524351116,10.333188961389483,18.276696276696278,219.3095823095823,151.93271593271592,7.348403857033342,13.356961155062411,24.207007639070873
33,div_2019_bog01_1140_2021_0908,berry,34,1.4537482839191658,1.8594843678756243,0.4531782152247573,1.6308231648333096,"(691, 278, 777, 357)",162.40157776108188,148.52610818933132,41.00732531930879,19.73570404215658,22.43964846529455,21.28494701967698,26.53869271224643,193.67637114951165,162.40157776108188,0.9462478098232372,27.251042989333463,19.73570404215658
34,div_2019_bog01_1140_2021_0908,berry,35,1.582830517130075,2.3358811893974787,0.5401926258352461,1.8808706477887054,"(774, 918, 873, 1008)",143.32476076555025,65.60541267942584,28.311453349282296,33.55948937477859,42.69657200962108,13.528535336181863,13.977571770334928,207.2177033492823,143.32476076555025,29.463916977772637,14.422905011951258,33.55948937477859
35,div_2019_bog01_1140_2021_0908,berry,36,1.4231812643210815,1.9405137392781684,0.5749395418705948,1.7394138401105088,"(776, 552, 861, 639)",164.5863930885529,128.04589632829374,34.104031677465805,20.43517526046975,30.99385461404606,15.896770739954695,21.531497480201583,204.33891288696904,164.5863930885529,3.5686088370471625,19.692163069687943,20.43517526046975
36,div_2019_bog01_1140_2021_0908,berry,37,1.3848971390953115,1.6415432999653332,0.40533654669414393,1.5149270615359378,"(776, 742, 857, 817)",153.8363829787234,126.8,25.811489361702126,23.545515806130297,35.848154942283394,16.911591011722084,23.42404255319149,214.4227659574468,153.8363829787234,4.677649054711169,24.13387732840852,23.545515806130297
37,div_2019_bog01_1140_2021_0908,berry,38,1.1833111520170612,1.3527015320778162,0.5834716055232657,1.457040123147393,"(787, 383, 850, 461)",156.3126775109734,108.93880712625871,30.36354247353473,27.316168879343717,43.76818643003577,15.41742228583974,18.224115672605215,208.35398915569326,156.3126775109734,7.213670564612956,19.189191386414173,27.316168879343717
38,div_2019_bog01_1140_2021_0908,berry,39,1.2505578879576522,1.390422101523828,0.47380287732707316,1.4200703683159683,"(797, 192, 863, 267)",155.6706857573474,103.99271539814117,30.492589801557397,27.653811680020393,45.618787771332045,19.180753086685762,17.27078623461442,208.23913589550364,155.6706857573474,6.606195710327265,26.250232197762426,27.653811680020393
